25.875,169.06,30.11,279.97
9.8792,4.3806,9.855,4.3739
50.223,173.78,51.55,183.52
15.248,49.034,43.381,3011.4
115.34,26.239,14.504,8.0784
0.74399,0.65405,0.51584,0.46458
4.6708,4.6863,12.497,12.571
0.75413,1.0852,1.0436,1.639
16.738,14.373,4.7362,4.3971
4.7673,9.3691,16.488,113.91
14.294,6.5926,2.9149,2.0598
0.072924,0.089997,0.042972,0.050007
4.3185,9.2674,5.1603,12.357
8.2442,3.9913,4.8834,2.7855
2.3125,3.3445,4.8806,9.0036
83.178,14.264,19.116,7.2579
0.0027517,0.0025252,0.003957,0.00356
1.452,1.261,0.82878,0.74794
30.49,23.432,1098.5,252.42
0.81622,1.0879,0.41117,0.49553
4.3966,6.3403,3.9734,5.5974
250.72,49.057,9.6398,6.7097
11.452,10.99,3.5194,3.4473
65.13,26.508,144.54,40.515
21.9,23.943,346.98,577.32
6.3049,8.5073,5.7797,7.6731
232.05,31.395,15.056,8.0068
0.24283,0.35256,0.28396,0.42936
0.016066,0.014883,0.011094,0.010429
9.5421,6.8797,2.6784,2.2755
1.6982,2.7722,1.6008,2.5633
21.23,107.15,32.143,432.43
12.622,8.784,937.29,89.343
0.20777,0.22794,0.12107,0.12945
2.1007,2.1115,2.5863,2.6014
0.62216,0.85923,0.52333,0.69858
0.49757,0.48618,0.24172,0.23807
84.573,19.097,52.666,15.419
14.632,7.1741,6.8832,4.2148
41.614,31.919,260.78,131.47
0.17941,0.19543,0.29431,0.33029
44.607,99.322,36.157,71.79
31.378,123.27,16.586,37.413
2.6657,1.5092,1.0973,0.76543
0.54206,0.49544,0.88547,0.78618
0.29112,0.34731,0.25076,0.29456
2.842,1.7573,3.5207,2.06
23.067,7.3667,6.3247,3.3726
3.8308,3.351,2.3481,2.1217
0.11645,0.097828,0.11554,0.097139
43.841,12931,8.28,17.825
7.1932,4.0532,10.364,5.2177
1.038,0.6718,1.6726,0.96032
40.369,37.506,301.41,239.8
9.1684,7.9943,51.281,36.033
12.846,16.777,221.86,2771.5
6.4383,8.5094,34.574,83.771
1.9009,2.3649,2.33,2.9866
3.5385,3.6559,5.9711,6.2429
8.2973,14.566,11.668,23.906
0.46773,0.47846,0.2979,0.30312
5.9611,5.2897,5.9658,5.2935
3.297,6.185,1.3992,1.9896
1.5586,2.1277,0.86282,1.0686
651.94,195.62,32.224,24.458
12.169,6.9335,6.4538,4.2974
1051.9,53.487,39.226,16.072
2.4089,4.7896,1.0437,1.5366
155.67,25.603,94.802,21.201
382.36,46.832,116.35,30.168
0.26541,0.29931,0.15144,0.16498
1.2425,0.84251,2.3748,1.3809
22.984,8.5586,4.7957,3.0151
2.8565,5.0068,2.8695,5.0386
0.19501,0.15744,0.10609,0.09109
1.6598,1.4382,4.7726,3.6892
0.12915,0.13068,0.20068,0.20376
0.32986,0.27237,0.40924,0.32981
0.25769,0.25769,0.30472,0.30472
78.532,18.2,141.01,22.77
7.9443,25.399,5.2999,12.299
0.13001,0.14105,0.12751,0.1382
0.12747,0.131,0.088596,0.090573
65.772,35.727,315.15,90.437
2.3011,2.0647,0.90014,0.8449
5.8583,3.8766,63.216,17.74
0.0042503,0.0030985,0.0031552,0.0024107
0.42179,0.51626,0.25561,0.29646
0.91735,0.8749,2.4925,2.291
0.020103,0.026208,0.020123,0.026238
20.773,9.1925,4391,42.475
35.471,101.7,50.909,214.49
7.3458,6.6859,8.8818,7.9973
2.5911,1.4507,2.3944,1.371
4022.9,125.26,15.479,10.516
0.070538,0.082344,0.1129,0.13887
3.2176,5.93,7.5711,24.526
30.523,9.6382,7.4723,4.0951
2.4288,2.3176,1.506,1.4534
15.44,27.832,81.869,1068.7
8.1085,7.3167,14.919,12.904
158.61,111.89,76.606,60.529
